0.72,I,VS2,Excellent,$945.00 
0.72,I,VS2,Excellent,$945.00 
0.61,H,VVS2,Ideal,$945.00 
0.61,H,VVS2,Ideal,$945.00 
0.61,H,VVS2,Ideal,$945.00 
0.52,D,VS1,Ideal,$946.00 
0.81,J,SI1,Excellent,$946.00 
0.62,F,VS1,Very Good,$946.00 
0.81,J,SI1,Excellent,$946.00 
0.62,F,VS2,Excellent,$946.00 
0.65,E,SI1,Ideal,$948.00 
0.6,E,VS2,Excellent,$949.00 
0.79,F,VS2,Ideal,$950.00 
0.72,I,VS1,Excellent,$951.00 
0.64,F,SI1,Excellent,$953.00 
0.92,I,SI2,Ideal,$954.00 
0.93,J,SI1,Very Good,$954.00 
0.93,K,VVS2,Ideal,$956.00 
0.58,F,VVS2,Excellent,$957.00 
0.61,E,VS2,Excellent,$965.00 
0.7,I,VVS2,Excellent,$966.00 
0.7,I,VVS2,Excellent,$966.00 
0.7,I,VVS2,Ideal,$966.00 
0.71,J,VVS1,Excellent,$967.00 
0.61,G,VVS2,Excellent,$971.00 
0.59,F,VVS2,Excellent,$974.00 
0.71,I,VVS2,Excellent,$980.00 
0.59,D,VS2,Ideal,$980.00 
0.54,D,VS1,Ideal,$983.00 
0.99,K,VS2,Excellent,$986.00 
1.02,K,SI1,Excellent,$990.00 
0.72,I,VVS2,Ideal,$994.00 
0.9,I,SI1,Ideal,$997.00 
0.66,H,VS1,Ideal,"$1,006.00 "
0.63,E,VS2,Ideal,"$1,011.00 "
0.65,G,VS2,Very Good,"$1,013.00 "
0.62,H,VS1,Ideal,"$1,013.00 "
0.62,G,VS1,Excellent,"$1,013.00 "
0.56,F,VVS1,Ideal,"$1,013.00 "
0.96,K,VS1,Ideal,"$1,014.00 "
0.58,E,VVS2,Ideal,"$1,015.00 "
0.58,E,VVS2,Excellent,"$1,015.00 "
0.5,D,VVS2,Ideal,"$1,018.00 "
0.61,G,VS2,Excellent,"$1,024.00 "
0.72,I,VVS1,Ideal,"$1,024.00 "
0.78,G,SI2,Ideal,"$1,027.00 "
0.62,G,VS1,Ideal,"$1,027.00 "
1.07,K,VS1,Very Good,"$1,030.00 "
1.05,K,VS2,Ideal,"$1,034.00 "
0.57,D,VS1,Excellent,"$1,037.00 "
0.57,D,VS1,Ideal,"$1,037.00 "
