1.13,F,VVS2,EXCELLENT,"$3,452.00USD"
1.13,F,VVS2,IDEAL,"$3,452.00USD"
1.13,E,VS1,EXCELLENT,"$3,472.00USD"
1.13,E,VS1,EXCELLENT,"$3,593.00USD"
1.13,E,VVS2,,"$3,721.00USD"
1.14,K,SI2,VERY GOOD,"$1,474.00USD"
1.14,J,SI1,VERY GOOD,"$1,617.00USD"
1.14,I,I1,EXCELLENT,"$1,642.00USD"
1.14,J,SI1,IDEAL,"$1,650.00USD"
1.14,J,VS2,VERY GOOD,"$1,697.00USD"
1.14,J,VS2,IDEAL,"$1,752.00USD"
1.14,J,VS1,IDEAL,"$1,818.00USD"
1.14,H,I1,VERY GOOD,"$1,841.00USD"
1.14,I,SI1,VERY GOOD,"$1,863.00USD"
1.14,I,SI1,VERY GOOD,"$1,863.00USD"
1.14,I,SI1,IDEAL,"$1,923.00USD"
1.14,G,I1,IDEAL,"$1,940.00USD"
1.14,I,SI1,IDEAL,"$1,954.00USD"
1.14,I,VS2,VERY GOOD,"$1,960.00USD"
1.14,I,VS2,IDEAL,"$2,023.00USD"
1.14,I,VS1,IDEAL,"$2,083.00USD"
1.14,G,SI2,IDEAL,"$2,104.00USD"
1.14,G,SI2,IDEAL,"$2,104.00USD"
1.14,I,VVS2,IDEAL,"$2,189.00USD"
1.14,H,VS2,EXCELLENT,"$2,376.00USD"
1.14,G,SI1,IDEAL,"$2,391.00USD"
1.14,G,SI1,IDEAL,"$2,391.00USD"
